gene	chain	pred
evm.model.hic_scaffold_6_pilon.886	36243	0.00385989504866302
evm.model.hic_scaffold_6_pilon.886	37384	0.00385989504866302
evm.model.hic_scaffold_6_pilon.886	428	0.08392588794231415
evm.model.hic_scaffold_6_pilon.886	3561	0.03371972590684891
evm.model.hic_scaffold_6_pilon.564	808	0.013939931057393551
evm.model.hic_scaffold_6_pilon.564	33700	0.005832587368786335
evm.model.hic_scaffold_6_pilon.564	26207	0.005832587368786335
evm.model.hic_scaffold_6_pilon.566	808	0.011702832765877247
evm.model.hic_scaffold_6_pilon.566	33979	0.010177316144108772
evm.model.hic_scaffold_6_pilon.566	23174	0.015255776233971119
evm.model.hic_scaffold_6_pilon.566	30229	0.006876039318740368
evm.model.hic_scaffold_6_pilon.566	31913	0.011450354941189289
evm.model.hic_scaffold_1_pilon.829	2397	0.5602781176567078
evm.model.hic_scaffold_1_pilon.849	288	0.011702832765877247
evm.model.hic_scaffold_1_pilon.853	2014	0.006479518488049507
evm.model.hic_scaffold_1_pilon.853	18163	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	26086	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	9774	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	24066	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	19697	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	13011	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	24787	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	13833	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	28221	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	28047	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	68	0.526824414730072
evm.model.hic_scaffold_1_pilon.857	14773	0.00385989504866302
evm.model.hic_scaffold_1_pilon.857	9949	0.00385989504866302
evm.model.hic_scaffold_1_pilon.865	31	0.7195032238960266
evm.model.hic_scaffold_1_pilon.866	1942	0.7651262879371643
evm.model.hic_scaffold_1_pilon.870	151	0.8305034637451172
evm.model.hic_scaffold_1_pilon.890	13	0.36876049637794495
evm.model.hic_scaffold_1_pilon.892	233	0.812716543674469
evm.model.hic_scaffold_1_pilon.893	233	0.812716543674469
evm.model.hic_scaffold_1_pilon.904	1069	0.06887507438659668
evm.model.hic_scaffold_1_pilon.907	1069	0.009436213411390781
evm.model.hic_scaffold_1_pilon.918	4782	0.006750921253114939
evm.model.hic_scaffold_1_pilon.920	31756	0.007600587792694569
evm.model.hic_scaffold_1_pilon.920	34588	0.00385989504866302
evm.model.hic_scaffold_1_pilon.920	4782	0.03691134601831436
evm.model.hic_scaffold_1_pilon.927	205	0.2362646907567978
evm.model.hic_scaffold_1_pilon.929	18086	0.006621518172323704
evm.model.hic_scaffold_1_pilon.929	205	0.2362646907567978
evm.model.hic_scaffold_1_pilon.946	47	0.2912881672382355
evm.model.hic_scaffold_1_pilon.952	274	0.9517076015472412
evm.model.hic_scaffold_1_pilon.984	6395	0.007716182619333267
evm.model.hic_scaffold_1_pilon.1003	16	0.13461413979530334
evm.model.hic_scaffold_1_pilon.1007	16	0.28691565990448
evm.model.hic_scaffold_1_pilon.1007	32445	0.009871109388768673
evm.model.hic_scaffold_1_pilon.1007	2501	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	11936	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	23755	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	6371	0.03691134601831436
evm.model.hic_scaffold_1_pilon.1007	6859	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	4227	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	14203	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	12104	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	11656	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	18377	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	6126	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	25139	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1007	25596	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	10209	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	7787	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	12385	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	18822	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	3215	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	3004	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	18911	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	7428	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1007	28463	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1013	16	0.13461413979530334
evm.model.hic_scaffold_1_pilon.1039	79	0.23308204114437103
evm.model.hic_scaffold_1_pilon.1045	27056	0.006750921253114939
evm.model.hic_scaffold_1_pilon.1045	70	0.08392588794231415
evm.model.hic_scaffold_1_pilon.1046	23334	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	24765	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	34441	0.007175676058977842
evm.model.hic_scaffold_1_pilon.1046	27056	0.006479518488049507
evm.model.hic_scaffold_1_pilon.1046	70	0.08392588794231415
evm.model.hic_scaffold_1_pilon.1057	10	0.1328861564397812
